sample,host,viruses with contigs,count_viruses
000000-009-008,allium tuberosum,"[['Potato virus S'], ""'105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2478_(1084..1423)_consensus_chunk5217', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2478_(631..968)_consensus_chunk5216', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2478_(1..470)_consensus_chunk5215', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1307_(1..221)_consensus_chunk2747', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_713_(1..3856)_consensus_chunk1535', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1007_(12..1490)_consensus_chunk2111', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2479_(1..1529)_consensus_chunk5218', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1007_(1570..1867)_consensus_chunk2113', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_989_(1..548)_consensus_chunk2083', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1764_(1201..1819)_consensus_chunk3707', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_580_(1..2341)_consensus_chunk1256', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_579_(12..2619)_consensus_chunk1255', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1652_(3..612)_consensus_chunk3477', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1307_(406..1793)_consensus_chunk2748', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1764_(1..977)_consensus_chunk3706', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2025_(1..258)_consensus_chunk4254', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1025_(1..1115)_consensus_chunk2136', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2590_(1..1021)_consensus_chunk5425', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_581_(51..1173)_consensus_chunk1257', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_764_(1..492)_consensus_chunk1614', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_192_(403..581)_consensus_chunk328', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(1679..1826)_consensus_chunk45', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(1864..2014)_consensus_chunk46', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_340_(376..529)_consensus_chunk462', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(1385..1512)_consensus_chunk44', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_151_(133..969)_consensus_chunk291', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_631_(1..154)_consensus_chunk676', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_192_(32..350)_consensus_chunk326', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(1055..1325)_consensus_chunk43', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_205_(126..365)_consensus_chunk337', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_205_(367..536)_consensus_chunk338', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(13..430)_consensus_chunk38', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_340_(1213..1579)_consensus_chunk464', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_340_(80..357)_consensus_chunk461', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_631_(177..482)_consensus_chunk678', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_9_(541..642)_consensus_chunk41', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_631_(570..843)_consensus_chunk679', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_375_(160..375)_consensus_chunk492', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_340_(908..1198)_consensus_chunk463', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_105_(120..875)_consensus_chunk239'"", ['Tobacco rattle virus'], ""'105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16644_(438..547)_consensus_chunk32287', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16644_(284..389)_consensus_chunk32285', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_72995_(242..383)_consensus_chunk106739', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16055_(406..591)_consensus_chunk31219', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_77994_(303..571)_consensus_chunk110810', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_27210_(177..326)_consensus_chunk50224', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16055_(700..877)_consensus_chunk31220'"", ['Potato virus M'], ""'105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_322_(2..8512)_consensus_chunk661', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_416_(262..479)_consensus_chunk534', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_1275_(75..181)_consensus_chunk941', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_69_(2039..2186)_consensus_chunk183', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_1275_(200..468)_consensus_chunk943', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_75_(50..891)_consensus_chunk188', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_8_(305..475)_consensus_chunk36', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_484_(448..603)_consensus_chunk586', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_75_(924..1074)_consensus_chunk189', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_69_(525..1067)_consensus_chunk181', '105447-024-009_with_105447-024-008.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_69_(119..357)_consensus_chunk178'""]"
000000-009-010,allium tuberosum,"[['Potato virus S'], ""'105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1587_(1..221)_consensus_chunk3345', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1650_(1..541)_consensus_chunk3453', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_8817_(1..295)_consensus_chunk17839', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1651_(1..145)_consensus_chunk3454', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_7919_(1..300)_consensus_chunk16112', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_7920_(4..300)_consensus_chunk16113', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1000_(1..1272)_consensus_chunk2143', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_986_(18..555)_consensus_chunk2099', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2442_(1..470)_consensus_chunk5117', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_602_(1..1540)_consensus_chunk1345', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2443_(1..1529)_consensus_chunk5120', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_587_(12..2619)_consensus_chunk1311', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1313_(1..1234)_consensus_chunk2778', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_745_(1..492)_consensus_chunk1638', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_5578_(22..242)_consensus_chunk11391', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_709_(1..3848)_consensus_chunk1575', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_603_(1..700)_consensus_chunk1346', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_9014_(1..210)_consensus_chunk18211', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_603_(709..1542)_consensus_chunk1347', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_3453_(1..258)_consensus_chunk7205', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2442_(1087..1426)_consensus_chunk5119', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1313_(1290..1483)_consensus_chunk2779', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_2442_(632..969)_consensus_chunk5118', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_1651_(308..795)_consensus_chunk3455', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_20_(1645..1819)_consensus_chunk63', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_245_(1..139)_consensus_chunk436', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_425_(330..634)_consensus_chunk600', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_245_(200..693)_consensus_chunk437', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(1547..1714)_consensus_chunk192', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_61_(1..180)_consensus_chunk145', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_61_(647..1037)_consensus_chunk150', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_232_(1826..2381)_consensus_chunk422', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(890..1515)_consensus_chunk191', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_20_(122..741)_consensus_chunk61', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_61_(185..358)_consensus_chunk146', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_232_(358..466)_consensus_chunk416', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_19_(57..207)_consensus_chunk60', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_187_(636..956)_consensus_chunk369', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_232_(1183..1333)_consensus_chunk419'"", ['Tobacco rattle virus'], ""'105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16703_(438..547)_consensus_chunk32483', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16080_(406..591)_consensus_chunk31333', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_78464_(303..571)_consensus_chunk111166', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_73399_(242..383)_consensus_chunk107080', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16703_(284..389)_consensus_chunk32481', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_16080_(700..877)_consensus_chunk31334', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_27198_(177..326)_consensus_chunk50168'"", ['Potyvirus yituberosi'], ""'105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125809_(41..398)_consensus_chunk128799', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125809_(1112..5382)_consensus_chunk128807', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125906_(597..746)_consensus_chunk128818', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125790_(530..1690)_consensus_chunk128798', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125809_(439..763)_consensus_chunk128800', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125809_(778..945)_consensus_chunk128801', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125906_(15..400)_consensus_chunk128817', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_125809_(5401..6469)_consensus_chunk128808'"", ['Potato virus M'], ""'105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs)_contig_342_(2..8512)_consensus_chunk748', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(2570..2796)_consensus_chunk199', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(2341..2497)_consensus_chunk198', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_300_(206..356)_consensus_chunk512', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_300_(369..657)_consensus_chunk513', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(1990..2240)_consensus_chunk197', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_893_(342..587)_consensus_chunk829', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_76_(544..800)_consensus_chunk189', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_893_(865..1151)_consensus_chunk830', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_77_(1..339)_consensus_chunk205', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_127_(52..1072)_consensus_chunk264', '105447-024-009_with_105447-024-010.fastq_splitted_r1_(paired,_trimmed_pairs,_sampled)_contig_74_(183..289)_consensus_chunk180'""]"
000000-010-006,allium tuberosum,"[['Potato virus S'], ['Siphoviridae sp. ctHip2'], ['Rahariannevirus raharianne'], ['Citrus blight-associated pararetrovirus'], ['Red clover bacilliform virus'], ['Potato mop-top virus'], ['Iltovirus gallidalpha1'], ['Rhizoctonia solani mitovirus 88'], ['flactilig virus 22'], ['Phabiovirus phabio'], ['Myoviridae sp. ctCo31'], ['Siphoviridae sp. ctYBm1'], ['Dicistroviridae sp.'], ['Presleyvirus presley'], ['Noxifervirus noxifer'], ['Caudoviricetes sp.'], ['Siphoviridae sp. ctJ0s2'], ['Leviviridae sp.'], ['Potyvirus yituberosi']]"
000000-010-007,allium tuberosum,"[['Phabiovirus phabio'], ['Myoviridae sp. ctCo31'], ['Leviviridae sp.'], ['Red clover bacilliform virus'], ['Siphoviridae sp. ctHip2'], ['Dicistroviridae sp.'], ['Siphoviridae sp. ctYBm1'], ['Potato mop-top virus'], ['Presleyvirus presley'], ['Noxifervirus noxifer'], ['Iltovirus gallidalpha1'], ['Caudoviricetes sp.'], ['Siphoviridae sp. ctJ0s2'], ['Citrus blight-associated pararetrovirus'], ['Rhizoctonia solani mitovirus 88'], ['Rahariannevirus raharianne'], ['flactilig virus 22'], ['Potyvirus yituberosi']]"
000000-010-008,allium tuberosum,"[['Phabiovirus phabio'], ['Myoviridae sp. ctCo31'], ['Leviviridae sp.'], ['Red clover bacilliform virus'], ['Presleyvirus presley'], ['Dicistroviridae sp.'], ['Siphoviridae sp. ctYBm1'], ['Potato mop-top virus'], ['Siphoviridae sp. ctHip2'], ['Noxifervirus noxifer'], ['Iltovirus gallidalpha1'], ['Caudoviricetes sp.'], ['Siphoviridae sp. ctJ0s2'], ['Citrus blight-associated pararetrovirus'], ['Rhizoctonia solani mitovirus 88'], ['Rahariannevirus raharianne'], ['flactilig virus 22'], ['Potyvirus yituberosi']]"
000000-010-009,allium tuberosum,"[['Potato virus S'], ['Siphoviridae sp. ctHip2'], ['Rahariannevirus raharianne'], ['Citrus blight-associated pararetrovirus'], ['Red clover bacilliform virus'], ['Potato mop-top virus'], ['Iltovirus gallidalpha1'], ['Rhizoctonia solani mitovirus 88'], ['flactilig virus 22'], ['Phabiovirus phabio'], ['Myoviridae sp. ctCo31'], ['Siphoviridae sp. ctYBm1'], ['Dicistroviridae sp.'], ['Presleyvirus presley'], ['Noxifervirus noxifer'], ['Caudoviricetes sp.'], ['Siphoviridae sp. ctJ0s2'], ['Leviviridae sp.'], ['Potyvirus yituberosi']]"
102906-001-001,unknown,"[['Bell pepper mottle virus'], ""'102906-001-001_trimmed_(paired)_contig_2731_(53..6372)_consensus_chunk5819'"", ['European mountain ash ringspot-associated emaravirus'], ""'102906-001-001_trimmed_(paired)_contig_96_(1..1327)_consensus_chunk171', '102906-001-001_trimmed_(paired)_contig_14_(7..1291)_consensus_chunk34', '102906-001-001_trimmed_(paired)_contig_49065_(1..120)_consensus_chunk50771', '102906-001-001_trimmed_(paired)_contig_94_(2..2314)_consensus_chunk169', '102906-001-001_trimmed_(paired)_contig_60_(1..1347)_consensus_chunk115', '102906-001-001_trimmed_(paired)_contig_111_(4..7029)_consensus_chunk197', '102906-001-001_trimmed_(paired)_contig_6465_(1003..1133)_consensus_chunk13466', '102906-001-001_trimmed_(paired)_sampled_contig_35_(41..982)_consensus_chunk45', '102906-001-001_trimmed_(paired)_sampled_contig_15_(82..2133)_consensus_chunk23', '102906-001-001_trimmed_(paired)_sampled_contig_25_(48..4088)_consensus_chunk36', '102906-001-001_trimmed_(paired)_sampled_contig_4_(138..1674)_consensus_chunk2', '102906-001-001_trimmed_(paired)_sampled_contig_40_(29..1296)_consensus_chunk61', '102906-001-001_trimmed_(paired)_sampled_contig_35_(1072..2881)_consensus_chunk47', '102906-001-001_trimmed_(paired)_sampled_contig_84_(110..1316)_consensus_chunk132'""]"
102906-001-002,unknown,"[['Bell pepper mottle virus'], ""'102906-001-002_trimmed_(paired)_contig_4598_(10..896)_consensus_chunk5686', '102906-001-002_trimmed_(paired)_contig_34368_(65..337)_consensus_chunk33695', '102906-001-002_trimmed_(paired)_contig_55_(952..1203)_consensus_chunk89', '102906-001-002_trimmed_(paired)_contig_3489_(40..530)_consensus_chunk4394', '102906-001-002_trimmed_(paired)_contig_34368_(340..486)_consensus_chunk33696', '102906-001-002_trimmed_(paired)_contig_55_(30..193)_consensus_chunk87', '102906-001-002_trimmed_(paired)_contig_55_(195..772)_consensus_chunk88', '102906-001-002_trimmed_(paired)_contig_3489_(2516..3213)_consensus_chunk4397', '102906-001-002_trimmed_(paired)_contig_3489_(598..2426)_consensus_chunk4395'"", ['Tomato blistering mosaic tymovirus'], ""'102906-001-002_trimmed_(paired)_contig_28370_(54..268)_consensus_chunk28850'"", ['European mountain ash ringspot-associated emaravirus'], ""'102906-001-002_trimmed_(paired)_contig_671_(181..7187)_consensus_chunk913', '102906-001-002_trimmed_(paired)_contig_864_(1..2249)_consensus_chunk1150', '102906-001-002_trimmed_(paired)_contig_4174_(1..1313)_consensus_chunk5203', '102906-001-002_trimmed_(paired)_contig_756_(1168..1452)_consensus_chunk1032', '102906-001-002_trimmed_(paired)_contig_756_(22..1165)_consensus_chunk1031', '102906-001-002_trimmed_(paired)_contig_5228_(251..1267)_consensus_chunk6411'""]"
102906-001-003,unknown,"[['Bell pepper alphaendornavirus'], ""'102906-001-003_trimmed_(paired)_contig_45_(7..14716)_consensus_chunk138', '102906-001-003_trimmed_(paired)_sampled_contig_100_(945..1332)_consensus_chunk249', '102906-001-003_trimmed_(paired)_sampled_contig_74_(2324..2448)_consensus_chunk176', '102906-001-003_trimmed_(paired)_sampled_contig_100_(1452..1585)_consensus_chunk254', '102906-001-003_trimmed_(paired)_sampled_contig_273_(1199..1533)_consensus_chunk555', '102906-001-003_trimmed_(paired)_sampled_contig_74_(3884..4131)_consensus_chunk191', '102906-001-003_trimmed_(paired)_sampled_contig_74_(5786..6122)_consensus_chunk203', '102906-001-003_trimmed_(paired)_sampled_contig_74_(4831..5241)_consensus_chunk196', '102906-001-003_trimmed_(paired)_sampled_contig_100_(225..331)_consensus_chunk246', '102906-001-003_trimmed_(paired)_sampled_contig_74_(2043..2209)_consensus_chunk175', '102906-001-003_trimmed_(paired)_sampled_contig_74_(970..1119)_consensus_chunk170', '102906-001-003_trimmed_(paired)_sampled_contig_273_(1020..1192)_consensus_chunk554', '102906-001-003_trimmed_(paired)_sampled_contig_100_(467..831)_consensus_chunk247', '102906-001-003_trimmed_(paired)_sampled_contig_273_(473..632)_consensus_chunk546', '102906-001-003_trimmed_(paired)_sampled_contig_663_(506..724)_consensus_chunk815', '102906-001-003_trimmed_(paired)_sampled_contig_663_(77..319)_consensus_chunk813', '102906-001-003_trimmed_(paired)_sampled_contig_74_(3288..3406)_consensus_chunk183'"", ['Cassava vein mosaic virus'], ""'102906-001-003_trimmed_(paired)_contig_23405_(281..672)_consensus_chunk69099'""]"
102906-001-005,unknown,"[['Actinidia chlorotic ringspot-associated emaravirus'], ""'102906-001-005_trimmed_(paired)_sampled_contig_52_(23..1262)_consensus_chunk196'"", ['Red clover bacilliform virus'], ""'102906-001-005_trimmed_(paired)_contig_56060_(67..490)_consensus_chunk110553'""]"
102906-001-006,capsicum,"[['Actinidia chlorotic ringspot-associated emaravirus'], ""'102906-001-006_trimmed_(paired)_sampled_contig_5_(4..1349)_consensus_chunk3'"", ['Raspberry leaf blotch emaravirus'], ""'102906-001-006_trimmed_(paired)_contig_638_(35..771)_consensus_chunk1859', '102906-001-006_trimmed_(paired)_contig_637_(15..472)_consensus_chunk1858', '102906-001-006_trimmed_(paired)_contig_99_(625..1619)_consensus_chunk289'"", ['Bell pepper alphaendornavirus'], ""'102906-001-006_trimmed_(paired)_contig_24_(7..14863)_consensus_chunk78'"", ['Pepper enamovirus'], ""'102906-001-006_trimmed_(paired)_contig_1163_(5..544)_consensus_chunk3398', '102906-001-006_trimmed_(paired)_contig_480_(1..307)_consensus_chunk1392', '102906-001-006_trimmed_(paired)_contig_477_(1..342)_consensus_chunk1387', '102906-001-006_trimmed_(paired)_contig_355_(1..1188)_consensus_chunk1001', '102906-001-006_trimmed_(paired)_contig_2031_(1..422)_consensus_chunk6003', '102906-001-006_trimmed_(paired)_contig_1077_(1..627)_consensus_chunk3162', '102906-001-006_trimmed_(paired)_contig_547_(4..252)_consensus_chunk1569', '102906-001-006_trimmed_(paired)_contig_1078_(1..364)_consensus_chunk3163', '102906-001-006_trimmed_(paired)_contig_1723_(1..406)_consensus_chunk5116', '102906-001-006_trimmed_(paired)_contig_355_(1465..2292)_consensus_chunk1003', '102906-001-006_trimmed_(paired)_contig_355_(1260..1456)_consensus_chunk1002', '102906-001-006_trimmed_(paired)_contig_1164_(64..455)_consensus_chunk3399', '102906-001-006_trimmed_(paired)_contig_547_(303..925)_consensus_chunk1570', '102906-001-006_trimmed_(paired)_contig_1161_(51..349)_consensus_chunk3392', '102906-001-006_trimmed_(paired)_contig_141_(1..912)_consensus_chunk354', '102906-001-006_trimmed_(paired)_sampled_contig_85_(84..333)_consensus_chunk138', '102906-001-006_trimmed_(paired)_sampled_contig_84_(1868..3571)_consensus_chunk135', '102906-001-006_trimmed_(paired)_sampled_contig_84_(3629..5314)_consensus_chunk137', '102906-001-006_trimmed_(paired)_sampled_contig_84_(227..1737)_consensus_chunk132'""]"
102906-001-007,capsicum,"[['Raspberry leaf blotch emaravirus'], ""'102906-001-007_trimmed_(paired)_contig_532_(1..1035)_consensus_chunk1283'"", ['Red clover bacilliform virus'], ""'102906-001-007_trimmed_(paired)_contig_13821_(147..727)_consensus_chunk35126'""]"
