103165-001-006,solanum tuberosum,['Grapevine chrome mosaic virus'],0.511864406779661
103165-001-007,solanum macrocarpon,['Naranjilla mild mosaic virus'],0.5308385308385308
103165-001-007,solanum macrocarpon,['Naranjilla chlorotic mosaic virus'],0.9981949458483754
103165-001-007,solanum macrocarpon,['Eggplant mosaic virus'],0.4375745188213251
103165-001-007,solanum macrocarpon,['Grapevine Red Globe virus'],0.4855027760641579
103165-001-008,solanum tuberosum,['Potato virus V'],0.9994995352827626
103165-001-008,solanum tuberosum,['Tomato black ring virus'],0.8657113139951462
103165-001-008,solanum tuberosum,['Fragaria chiloensis latent virus'],0.9573579149810996
103165-001-008,solanum tuberosum,['Red clover bacilliform virus'],0.9887218045112782
103165-001-009,phaseolus vulgaris,['Tomato necrotic spot virus'],0.9833177071546344
103165-001-012,phaseolus vulgaris,['Tomato necrotic spot virus'],0.9878799121912004
103165-001-013,solanum tuberosum,['Pepper mild mottle virus'],1.0
103165-001-013,solanum tuberosum,['Tomato black ring virus'],0.8629550321199143
103165-001-013,solanum tuberosum,['Red clover bacilliform virus'],0.9160671462829736
103165-001-015,solanum tuberosum,['Potato virus V'],0.9997913841660582
103165-001-015,solanum tuberosum,['Naranjilla chlorotic mosaic virus'],0.5576837698991565
103165-001-015,solanum tuberosum,['Potato virus A'],0.9986079693753264
103165-001-015,solanum tuberosum,['Eggplant mosaic virus'],0.6338983050847458
103165-001-015,solanum tuberosum,['Grapevine Red Globe virus'],0.5789473684210527
103165-001-017,solanum tuberosum,['Potato virus X'],0.8929032258064517
103165-001-017,solanum tuberosum,['Tomato black ring virus'],0.8757336910950864
103165-001-017,solanum tuberosum,['Tomato necrotic spot virus'],0.9992032666069116
103165-001-017,solanum tuberosum,['Grapevine chrome mosaic virus'],0.4986571172784244
103165-001-017,solanum tuberosum,['Cassava Torrado-like virus'],0.7184801381692574
103165-001-018,solanum tuberosum,['Potato virus A'],0.992647276824098
103165-001-018,solanum tuberosum,['Fragaria chiloensis latent virus'],0.9514831369362048
103165-001-018,solanum tuberosum,['Red clover bacilliform virus'],0.7124802527646129
103165-001-019,ligularia,['Tobacco vein clearing virus'],0.5758835758835759
103165-002-009,unknown,['Cucumber mosaic virus'],1
103165-012-005,capsicum annuum,['Lettuce yellow mottle cytorhabdovirus'],1
103165-019-015,iris germanica,['Iris severe mosaic virus'],0.9837943487321538
103165-019-015,iris germanica,['Tobacco ringspot virus'],0.9965499301771584
103165-019-017,hemerocallis,['Tobacco ringspot virus'],0.991704857928506
103165-019-019,iris germanica,['Iris severe mosaic virus'],0.978318290499856
103165-019-019,iris germanica,['Tobacco ringspot virus'],0.9964725716508884
103165-019-021,cucumis sativus,['Cucumber green mottle mosaic virus'],0.8945167841357066
103165-019-022,hemerocallis,['Tobacco ringspot virus'],0.9950440380316212
103165-019-023,unknown,['Cucumber green mottle mosaic virus'],0.9995322002183066
103165-019-023,unknown,['Beet pseudoyellows virus'],0.4635907369904024
103165-019-024,cucumis sativus,['Cucumber green mottle mosaic virus'],0.9795477122655292
103165-019-024,cucumis sativus,['Beet pseudoyellows virus'],1.0
103165-019-026,hemerocallis,['Tobacco ringspot virus'],0.9917368762151652
103165-020-001,solanum tuberosum,['Plum pox virus'],0.998876015908698
103165-020-001,solanum tuberosum,['Beihai horseshoe crab virus 1'],0.9974143503555268
103165-020-001,solanum tuberosum,['Cassava satellite virus'],0.9619834710743802
103165-020-002,nepovirus,['Plum pox virus'],0.9997998148287166
103165-020-002,nepovirus,['Beihai horseshoe crab virus 1'],0.9533721898417984
103165-020-003,unknown,['Plum pox virus'],0.9997743257983224
103165-020-003,unknown,['Beihai horseshoe crab virus 1'],0.9993243243243244
103165-020-003,unknown,['Cherry virus A'],0.9128247059563496
103165-020-004,nepovirus,['Plum pox virus'],0.9996215275149496
103165-020-006,nepovirus,['Plum pox virus'],0.9998406501473986
103165-020-006,nepovirus,['Beihai horseshoe crab virus 1'],1.0
103165-020-006,nepovirus,['Cassava satellite virus'],0.9622950819672133
103165-020-007,unknown,['Sacbrood virus'],0.5668073136427567
103165-020-009,unknown,['Sacbrood virus'],0.7777777777777778
103165-020-010,unknown,['Plum pox virus'],0.9995590950425748
103165-020-011,unknown,['Plum pox virus'],0.9996068100499352
103165-020-012,unknown,['Plum pox virus'],0.9995570321151716
103165-020-014,unknown,['Plum pox virus'],0.9995673388938298
103165-020-015,unknown,['Plum pox virus'],0.999610123785698
103165-020-016,unknown,['Plum pox virus'],0.99970190964136
103165-020-020,unknown,['Beihai horseshoe crab virus 1'],0.9929824561403509
103165-020-020,unknown,['Hubei odonate virus 12'],0.991158267020336
103165-020-020,unknown,['Plum pox virus'],0.9994986631016044
103165-020-020,unknown,['Hubei picorna-like virus 67'],0.9993760399334444
103165-020-020,unknown,['Hubei picorna-like virus 68'],0.9620930671872048
103165-020-021,unknown,['Beihai horseshoe crab virus 1'],1.0
103165-020-021,unknown,['Blackberry virus Z'],0.9965986394557824
103165-020-021,unknown,['Plum pox virus'],0.9988812845485654
103165-020-021,unknown,['Hubei picorna-like virus 67'],0.9996155324875048
103165-020-021,unknown,['Nephila clavipes virus 2'],0.9640992167101828
103165-020-021,unknown,['Bundaberg bee virus 2'],0.9262948207171314
103165-020-021,unknown,['Hubei picorna-like virus 68'],0.9426534250063662
103165-020-022,unknown,['Plum pox virus'],0.9996093902581932
103165-020-022,unknown,['Beihai horseshoe crab virus 1'],0.9965556831228471
103165-020-022,unknown,['Hubei picorna-like virus 67'],0.9991494790559218
103165-020-022,unknown,['Nephila clavipes virus 2'],0.5167958656330749
103165-020-023,unknown,['Beihai horseshoe crab virus 1'],0.9434993924665857
103165-020-023,unknown,['Blackberry virus Z'],0.6246023329798516
103165-020-023,unknown,['Hubei picorna-like virus 67'],0.9993732372297084
103165-020-023,unknown,['Nephila clavipes virus 2'],0.9856948228882834
103165-020-023,unknown,['Bundaberg bee virus 2'],0.6871074568916296
103165-020-023,unknown,['Hubei picorna-like virus 68'],1.0
103165-020-025,unknown,['Hubei picorna-like virus 67'],1.0
103165-020-025,unknown,['Beihai horseshoe crab virus 1'],0.9171779141104296
103165-020-025,unknown,['Hubei odonate virus 12'],0.8017241379310345
103165-020-025,unknown,['Hubei picorna-like virus 68'],0.9982993197278912
103165-020-026,unknown,['Blackberry virus Z'],0.9925
103165-020-026,unknown,['Bundaberg bee virus 2'],1.0
103165-021-001,unknown,['Cherry leaf roll virus'],0.9835375336646056
103165-021-001,unknown,['Lettuce necrotic yellows cytorhabdovirus'],0.978753615566658
103165-021-001,unknown,['Carrot mottle mimic virus'],0.8667651862798476
103165-021-001,unknown,['Clover yellow vein virus'],0.9879142107088018
103165-021-001,unknown,['Pepino mosaic virus'],0.992221003291114
103165-021-001,unknown,['Pea enation mosaic virus satellite RNA'],1.0
103165-021-001,unknown,['African cassava mosaic virus'],0.9239298245614036
103165-021-001,unknown,['Cucumber green mottle mosaic virus'],0.9867693473046332
103165-021-001,unknown,['Pea enation mosaic virus 2'],0.9487127713276124
103165-021-001,unknown,['Asparagus virus 1'],0.973167568534502
103165-021-002,unknown,['Cucumber mosaic virus'],0.9857247821979636
103165-021-002,unknown,['Carrot necrotic dieback virus'],0.9764884088514224
103165-021-002,unknown,['Tomato mosaic virus'],0.95102078714934
103165-021-002,unknown,['Physostegia chlorotic mottle virus'],0.9987032304817116
103165-021-003,unknown,['Cherry leaf roll virus'],0.971360568106442
103165-021-003,unknown,['Lettuce necrotic yellows cytorhabdovirus'],0.9840565734490516
103165-021-003,unknown,['Carrot mottle mimic virus'],0.9833822578237724
103165-021-003,unknown,['Clover yellow vein virus'],0.9958909034875956
103165-021-003,unknown,['Pea enation mosaic virus satellite RNA'],0.6871808653587745
103165-021-003,unknown,['Pepino mosaic virus'],0.9675030555755266
103165-021-003,unknown,['African cassava mosaic virus'],0.9171948752528658
103165-021-003,unknown,['Cucumber green mottle mosaic virus'],0.9872503314020168
103165-021-003,unknown,['Pea enation mosaic virus 2'],1.0
103165-021-003,unknown,['Asparagus virus 1'],0.987309394982784
103165-021-004,unknown,['Cucumber mosaic virus'],0.998950950541156
103165-021-004,unknown,['Carrot necrotic dieback virus'],0.9945467448548913
103165-021-004,unknown,['Tomato mosaic virus'],0.9980763345429108
103165-021-004,unknown,['Physostegia chlorotic mottle virus'],0.9897546308326218
103165-022-006,helleborus,['Soybean Putnam virus'],1
103165-022-006,helleborus,['Dahlia common mosaic virus'],1
103165-020-018,solanum tuberosum,['Plum pox virus'],0.9997959183673468
103165-020-018,solanum tuberosum,['Cherry virus A'],0.9931737030035708
103165-020-019,solanum tuberosum,['Plum pox virus'],0.999845575745097
103165-020-019,solanum tuberosum,['Cherry virus A'],0.9998649196271782
103165-027-001,solanum tuberosum,['Potato black ringspot virus'],0.994787937798906
103165-027-002,euphorbia pulcherrima,['Potato black ringspot virus'],0.9998136327633602
103165-027-003,solanum tuberosum,['Potato black ringspot virus'],0.992532743327868
103165-027-004,nicotiana occidentalis,['Potato black ringspot virus'],0.9984647314701618
103165-027-005,solanum tuberosum,['Potato leafroll virus'],0.986546349466776
103165-027-009,solanum tuberosum,['Potato leafroll virus'],0.8633820787123369
103165-029-002,phalaenopsis,['Apple rubbery wood virus 2'],1
103165-029-004,aeschynanthus,['Changjiang tombus-like virus 20'],1.0
103165-029-006,phalaenopsis,['Apple rubbery wood virus 2'],1.0
103165-029-009,hoya,['Changjiang tombus-like virus 20'],0.556507413509061
103165-033-002,beaucarnea,['Lolium latent virus'],1.0
103165-033-003,unknown,['Pepino mosaic virus'],0.9972183588317108
103165-033-004,solanum lycopersicum,['Pepino mosaic virus'],0.920074241633316
103165-033-009,lolium perenne,['Lolium latent virus'],0.5179129348052489
103165-033-010,mentha,['Cactus mild mottle virus'],0.5211431226765799
103165-033-010,mentha,['Schlumbergera virus X'],1.0
103165-033-010,mentha,['Cactus virus X'],0.9989888989530892
103165-033-010,mentha,['Rattail cactus necrosis-associated virus'],1.0
103165-033-010,mentha,['Pitaya virus X'],0.7809195675418795
103165-033-011,cereus,['Cactus mild mottle virus'],0.703030303030303
103165-033-011,cereus,['Schlumbergera virus X'],0.8335593935557766
103165-033-011,cereus,['Cactus virus X'],0.9764405751845372
103165-033-011,cereus,['Rattail cactus necrosis-associated virus'],0.8721180448816477
103165-033-011,cereus,['Pitaya virus X'],0.7645539653502637
103165-035-002,unknown,['Peanut chlorotic streak virus'],0.9860847564832383
103165-035-002,unknown,['Tomato spotted wilt tospovirus'],0.9658321693349092
103165-035-004,ajuga reptans,['Potato leafroll virus'],1.0
103165-035-006,tulipa,['Capsicum chlorosis virus'],0.5709342560553633
103165-035-007,unknown,['Potato leafroll virus'],1
103165-035-008,cucumis sativus,['Cucurbit aphid-borne yellows virus'],0.9676498572787822
103165-035-009,cucumis sativus,['Cucurbit aphid-borne yellows virus'],0.9123115121419488
103165-035-010,unknown,['Capsicum chlorosis virus'],0.6710526315789473
103165-035-010,unknown,['Peanut chlorotic streak virus'],0.85809906291834
103165-035-010,unknown,['Tomato spotted wilt tospovirus'],0.9918082027196768
103165-038-001,unknown,['Tobacco ringspot virus'],0.9648174237520466
103165-038-004,unknown,['Passion fruit yellow mosaic virus'],0.9301378174568778
103165-038-004,unknown,['Passiflora latent virus'],0.9973973737134744
103165-038-005,unknown,['Passion fruit yellow mosaic virus'],0.8945850977565546
103165-038-005,unknown,['Passiflora latent virus'],0.8774646645705386
103165-038-007,unknown,['Bell pepper alphaendornavirus'],0.9384349827387802
103165-038-009,unknown,['Bell pepper alphaendornavirus'],0.8721270962047661
103165-038-012,unknown,['Bellflower vein chlorosis virus'],0.887113509026769
103165-038-012,unknown,['Tobacco ringspot virus'],0.990737935511794
103165-038-013,unknown,['Bellflower vein chlorosis virus'],0.672824691633644
103165-038-013,unknown,['Tobacco ringspot virus'],0.9710306406685236
103165-039-002,lilium maldano rose,['Tobacco rattle virus'],0.9176899543187628
103165-039-003,lilium,['Tobacco rattle virus'],0.961834112777509
103165-040-001,ajuga reptans burgundy,['Tobacco ringspot virus'],0.9627039627039627
103165-040-002,ajuga reptans atropurpurea,['Tobacco ringspot virus'],0.5525740409461339
103165-040-004,solanum lycopersicum,['Pepino mosaic virus'],0.9726659963505008
103165-040-004,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.999838787683379
103165-040-005,solanum lycopersicum,['Pepino mosaic virus'],0.99117199391172
103165-040-005,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9973137394327248
103165-044-013,cucumis sativus,['Cucumber green mottle mosaic virus'],0.9920190185090848
103165-044-014,cucumis sativus,['Cucumber green mottle mosaic virus'],0.9705068524366028
103165-044-016,ajuga reptans,['Alfalfa mosaic virus'],0.9654897267105526
103165-044-016,ajuga reptans,['Bellflower vein chlorosis virus'],0.9987520447914734
103165-044-016,ajuga reptans,['Blueberry red ringspot virus'],0.5243393602225312
103165-044-016,ajuga reptans,['Red clover associated virus 1'],0.4862208518018886
103165-044-016,ajuga reptans,['Arabis mosaic virus'],0.9836731276426508
103165-044-016,ajuga reptans,['Tobacco ringspot virus'],0.9964597294221772
103165-044-018,ajuga reptans,['Alfalfa mosaic virus'],0.9818714108771536
103165-044-018,ajuga reptans,['Bellflower vein chlorosis virus'],0.9552831620130016
103165-044-018,ajuga reptans,['Blueberry red ringspot virus'],0.4964539007092198
103165-044-018,ajuga reptans,['Red clover associated virus 1'],0.5841346153846154
103165-044-018,ajuga reptans,['Arabis mosaic virus'],0.9453310793387008
103165-044-018,ajuga reptans,['Tobacco ringspot virus'],0.9939768292308164
103165-044-018,ajuga reptans,['Pyricularia oryzae ourmia-like virus 2'],0.6967068708497086
103165-044-019,ajuga reptans,['Alfalfa mosaic virus'],0.9869938321265757
103165-044-019,ajuga reptans,['Bellflower vein chlorosis virus'],0.999491676197738
103165-044-019,ajuga reptans,['Arabis mosaic virus'],0.9922187806904889
103165-044-019,ajuga reptans,['Tobacco ringspot virus'],0.9769706366163096
103165-044-019,ajuga reptans,['Pyricularia oryzae ourmia-like virus 2'],1.0
103943-003-009,paeonia lactiflora,['Cucumber mosaic virus'],1
103943-003-009,paeonia lactiflora,['Gentian Kobu-sho-associated virus'],0.9948006932409011
103943-003-010,paeonia lactiflora,['Gentian Kobu-sho-associated virus'],0.9377914740626604
103943-004-001,solanum lycopersicum,['Broad bean wilt virus 2'],0.561918145090462
103943-004-001,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9992254066615028
103943-004-001,solanum lycopersicum,['Potato virus S'],0.4832962138084632
103943-004-001,solanum lycopersicum,['Tomato mosaic virus'],0.9256416045759012
103943-004-001,solanum lycopersicum,['Cucumber green mottle mosaic virus'],0.8307609613760271
103943-004-002,solanum lycopersicum,['Potato leafroll virus'],1.0
103943-004-002,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.999332175771337
103943-004-003,solanum lycopersicum,['Broad bean wilt virus 2'],0.8987654320987655
103943-004-003,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.976826152083884
103943-004-003,solanum lycopersicum,['Tomato mosaic virus'],0.8838853740230741
103943-004-003,solanum lycopersicum,['Potato leafroll virus'],0.7206053550640279
103943-004-003,solanum lycopersicum,['Cucumber green mottle mosaic virus'],0.9529517530716212
103943-004-004,solanum lycopersicum,['Potato leafroll virus'],0.9601359003397508
103943-004-004,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9943022295623452
103943-004-004,solanum lycopersicum,['Potato virus S'],0.5931232091690545
103943-004-004,solanum lycopersicum,['Tomato mosaic virus'],0.9626108321760496
103943-004-005,thunbergia,['Broad bean wilt virus 1'],0.4791084246316585
103943-004-006,beaucarnea,['Broad bean wilt virus 1'],1.0
103943-005-001,unknown,['Pepino mosaic virus'],0.9935100401606426
103943-005-002,solanum lycopersicum,['Pepino mosaic virus'],0.9979922828371554
103943-005-002,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9739274911600564
103943-005-003,solanum lycopersicum,['Pepino mosaic virus'],0.9819132708651124
103943-005-003,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9973316590802072
103943-005-004,unknown,['Pepino mosaic virus'],0.997980974568045
103943-005-004,unknown,['Tomato brown rugose fruit virus'],0.9579958710497062
103943-005-005,unknown,['Pepino mosaic virus'],0.9994975000628123
103943-005-005,unknown,['Tomato brown rugose fruit virus'],0.9977864285169072
103943-006-004,unknown,['Cucumber mosaic virus'],0.6542130944577962
103943-006-004,unknown,['Southern tomato virus'],0.774582560296846
103943-006-005,unknown,['Cucumber mosaic virus'],0.9616076784643072
103943-006-005,unknown,['Southern tomato virus'],0.6921881072677808
103943-006-006,unknown,['Solanum chacoense mitovirus 1'],1.0
103943-006-006,unknown,['Tomato chlorosis virus'],0.9906646971935008
103943-006-006,unknown,['Bacopa chlorosis virus'],0.737801293356849
103943-006-007,unknown,['Solanum chacoense mitovirus 1'],1.0
103943-006-007,unknown,['Tomato chlorosis virus'],0.998496079063272
103943-006-007,unknown,['Bacopa chlorosis virus'],0.8961538461538462
103943-006-008,unknown,['Solanum chacoense mitovirus 1'],1.0
103943-006-008,unknown,['Tomato chlorosis virus'],0.9773255813953488
103943-006-008,unknown,['Bacopa chlorosis virus'],0.6617308325106943
103943-009-004,capsicum,['Pepper mottle virus'],0.9389217157027828
103943-009-004,capsicum,['Watermelon mosaic virus'],1.0
103943-009-004,capsicum,['Tomato brown rugose fruit virus'],1.0
103943-009-005,cucurbita pepo,['Watermelon mosaic virus'],0.8707105964481969
103943-009-005,cucurbita pepo,['Tomato brown rugose fruit virus'],1.0
103943-009-006,unknown,['Pepper mottle virus'],0.9991478483170004
103943-009-006,unknown,['Watermelon mosaic virus'],1.0
103943-009-006,unknown,['Tomato brown rugose fruit virus'],0.9902989821882952
103943-015-001,solanum lycopersicum,['Tomato mottle mosaic virus'],0.9638845467203102
103943-015-002,unknown,['Cymbidium mosaic virus'],1.0
103943-015-002,unknown,['Tomato mottle mosaic virus'],1.0
103943-015-002,unknown,['Pepino mosaic virus'],0.9710825036463948
103943-015-003,unknown,['Cymbidium mosaic virus'],0.9089048643543056
103943-015-004,unknown,['Cymbidium mosaic virus'],0.9986541049798116
103943-015-004,unknown,['Cucumber mosaic virus'],1.0
103943-015-004,unknown,['Tomato spotted wilt tospovirus'],0.9788945296902628
103943-015-004,unknown,['Pepino mosaic virus'],1.0
103943-015-004,unknown,['Cassava vein mosaic virus'],1.0
103943-015-004,unknown,['Tomato mottle mosaic virus'],1.0
103943-015-005,unknown,['Cucumber mosaic virus'],0.8210401962863114
103943-015-005,unknown,['Maize associated partiti-like virus'],0.6715494495496315
103943-015-005,unknown,['Tomato spotted wilt tospovirus'],1.0
103943-015-006,unknown,['Cucumber mosaic virus'],0.998431618569636
103943-015-006,unknown,['Pepino mosaic virus'],0.970417886280127
103943-015-007,unknown,['Pepino mosaic virus'],0.9986971627099016
103943-015-007,unknown,['Tomato mottle mosaic virus'],1.0
103943-015-007,unknown,['Maize associated partiti-like virus'],0.9807586586036284
103943-015-007,unknown,['Tomato spotted wilt tospovirus'],0.9882366562463818
103943-015-008,unknown,['Cassava vein mosaic virus'],0.5567640229744593
103943-015-008,unknown,['Tomato spotted wilt tospovirus'],0.9951049851861392
103943-019-001,unknown,['Capsicum chlorosis orthotospovirus'],1
103943-019-004,unknown,['Pepino mosaic virus'],1
103943-019-005,unknown,['Maize associated partiti-like virus'],1
103943-020-001,tobrfv,['Tomato brown rugose fruit virus'],0.9969803724207348
103943-020-001,tobrfv,['Tomato spotted wilt tospovirus'],0.996999163228208
103943-020-002,solanum lycopersicum,['Tomato brown rugose fruit virus'],0.9783126157101296
103943-020-002,solanum lycopersicum,['Tomato spotted wilt tospovirus'],0.9979617834394904
103943-020-003,tobrfv,['Tomato brown rugose fruit virus'],0.9987155701441416
103943-020-003,tobrfv,['Tomato spotted wilt tospovirus'],0.9934380126552612
103943-020-003,tobrfv,['Raspberry leaf blotch emaravirus'],0.5161787365177196
103943-020-003,tobrfv,['Pepper cryptic virus 2'],0.904403591278324
103943-020-003,tobrfv,['Cassava vein mosaic virus'],0.9288079470198676
103943-020-003,tobrfv,['Petunia vein clearing virus'],1.0
103943-020-004,unknown,['Cassava vein mosaic virus'],0.7793623032422978
103943-020-004,unknown,['Pepper cryptic virus 2'],0.8473853519862348
103943-020-004,unknown,['Petunia vein clearing virus'],0.5110081112398609
103943-020-004,unknown,['Raspberry leaf blotch emaravirus'],0.7705977382875606
103943-029-001,unknown,['Tobacco mosaic virus'],0.7619305019305019
103943-029-002,eremurus himalaicus,['Tobacco mosaic virus'],1.0
103943-029-002,eremurus himalaicus,['Tomato spotted wilt tospovirus'],0.9973833902161549
103943-029-003,unknown,['Tomato spotted wilt tospovirus'],0.9883770114942528
103943-029-004,unknown,['Tobacco mosaic virus'],0.98125
103943-029-004,unknown,['Petunia vein clearing virus'],0.455019556714472
103943-029-004,unknown,['Tomato spotted wilt tospovirus'],0.9993114001530222
103943-029-005,petunia,['Petunia vein clearing virus'],0.649402390438247
103943-029-006,unknown,['Tomato spotted wilt tospovirus'],1.0
103943-038-002,unknown,['Pepper mild mottle virus'],1.0
103943-038-002,unknown,['Tomato mosaic virus'],0.999408750492708
103943-038-003,nicotiana occidentalis,['Tomato mosaic virus'],0.9568561001042752
103943-038-004,capsicum,['Pepper mild mottle virus'],0.697380807353674
103943-038-005,capsicum,['Tomato mosaic virus'],1.0
103943-038-006,capsicum annuum,['Pepper mild mottle virus'],0.9983050847457628
103943-038-006,capsicum annuum,['Tomato mosaic virus'],1.0
103943-041-001,unknown,['Riboviria sp.'],0.639344262295082
103943-041-001,unknown,['Plasmopara viticola associated ourmia-like virus 90'],0.6711538461538461
103943-041-001,unknown,['Plasmopara viticola associated ourmia-like virus 87'],0.4994594594594594
103943-041-001,unknown,['Plasmopara viticola associated ourmia-like virus 3'],0.6286919831223629
103943-041-003,unknown,['Potato virus Y'],0.5428308612165115
103943-041-006,unknown,['Pepino mosaic virus'],0.9989064208717388
103943-041-007,unknown,['Pepino mosaic virus'],0.9803050496075818
103943-041-007,unknown,['Potato virus Y'],1.0
103943-041-008,unknown,['Riboviria sp.'],0.4923839236557166
103943-041-008,unknown,['Plasmopara viticola associated ourmia-like virus 87'],1.0
103943-041-009,unknown,['Plasmopara viticola associated ourmia-like virus 90'],0.7824267782426778
103943-041-009,unknown,['Plasmopara viticola associated ourmia-like virus 3'],0.6105417276720352
103943-044-001,unknown,['Cassava vein mosaic virus'],0.5917355371900826
103943-044-001,unknown,['Cucumber mosaic virus'],0.7773978457856043
103943-044-001,unknown,['Bell pepper alphaendornavirus'],0.995550344247016
103943-044-002,unknown,['Cucumber mosaic virus'],0.9966887417218544
103943-044-002,unknown,['Dahlia mosaic virus'],1
103943-044-002,unknown,['Pepper mild mottle virus'],1.0
103943-044-002,unknown,['Leviviridae sp.'],1
